dataDate,districtName,mandalName,villageName,pwRegCnt,pwTrkCnt,delCnt,anc1Cnt,anc2Cnt,anc3Cnt,anc4Cnt,chImzCnt,highRiskCnt,govtDelCnt,pvtDelCnt,kitsCnt
November -2024,Adilabad,Adilabad Rural,Addagutta ,0,0,0,0,0,0,0,3,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Allikori ,1,0,2,1,1,1,2,5,1,1,0,0
November -2024,Adilabad,Adilabad Rural,Ankapoor ,0,0,0,0,0,2,1,1,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Ankoli ,0,0,3,2,0,3,0,6,2,1,0,0
November -2024,Adilabad,Adilabad Rural,Anukunta ,0,0,2,1,0,0,1,3,1,0,0,0
November -2024,Adilabad,Adilabad Rural,Arli (Buzurg) ,0,0,1,0,6,0,1,5,1,0,1,0
November -2024,Adilabad,Adilabad Rural,Asodabhurki ,0,0,1,0,3,1,0,5,0,1,0,0
November -2024,Adilabad,Adilabad Rural,Bangariguda ,3,0,6,4,5,8,9,9,4,5,0,0
November -2024,Adilabad,Adilabad Rural,Belluri ,1,0,1,1,2,1,1,3,2,0,0,0
November -2024,Adilabad,Adilabad Rural,Bheemseri ,0,0,7,3,3,3,3,14,0,3,1,0
November -2024,Adilabad,Adilabad Rural,Boppapur ,1,0,1,1,1,1,2,2,0,1,0,0
November -2024,Adilabad,Adilabad Rural,Borenur ,0,0,0,0,0,1,2,1,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Chanda ,1,0,1,1,4,5,2,21,0,0,1,0
November -2024,Adilabad,Adilabad Rural,Chichadhari ,0,0,0,0,0,0,0,5,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Chilatiguda ,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Chithaguda ,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Chityalbori ,0,0,0,0,1,0,2,1,1,0,0,0
November -2024,Adilabad,Adilabad Rural,Darloddi ,0,0,2,1,0,0,0,2,1,0,0,0
November -2024,Adilabad,Adilabad Rural,Darloddi ,0,0,0,0,1,1,1,1,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Dhaiguda ,0,0,0,0,1,0,1,3,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Hanumannagar Kojjacolony ,1,0,1,1,0,0,1,2,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Hathigutta ,0,0,0,0,0,2,2,5,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Jamdapur ,0,0,0,0,1,4,1,3,6,0,0,0
November -2024,Adilabad,Adilabad Rural,Kachkanti ,0,0,2,1,0,2,0,2,1,0,0,0
November -2024,Adilabad,Adilabad Rural,Khanapoor ,2,0,2,2,1,4,0,8,1,1,0,0
November -2024,Adilabad,Adilabad Rural,Khandala ,0,0,0,1,2,0,2,11,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Kolamguda ,0,0,0,0,0,1,1,0,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Kothaguda ,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Kottur (Nevegaon) ,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Kumbhajheri ,0,0,3,1,0,0,0,1,1,0,0,0
November -2024,Adilabad,Adilabad Rural,Landasangvi ,1,0,1,1,4,2,2,9,1,0,0,0
November -2024,Adilabad,Adilabad Rural,Linguguda ,0,0,0,0,4,1,2,4,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Lohara ,0,0,2,0,1,0,5,5,0,2,0,0
November -2024,Adilabad,Adilabad Rural,Lokari ,0,0,2,1,1,3,2,6,1,1,0,0
November -2024,Adilabad,Adilabad Rural,Mamdiguda ,2,0,2,2,2,1,2,7,1,1,0,0
November -2024,Adilabad,Adilabad Rural,Mamidikori ,0,0,0,0,0,3,1,1,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Maregaon ,1,0,3,3,1,2,0,4,1,0,0,0
November -2024,Adilabad,Adilabad Rural,Mathadiguda ,0,0,0,0,0,0,1,1,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Molalgutta ,0,0,0,0,0,0,0,2,0,0,0,0
November -2024,Adilabad,Adilabad Rural,N/A,1,0,1,1,0,0,0,1,1,0,0,0
November -2024,Adilabad,Adilabad Rural,N/A,1,0,1,0,1,0,0,0,0,0,0,0
November -2024,Adilabad,Adilabad Rural,N/A,1,0,1,1,2,0,0,0,0,0,0,0
November -2024,Adilabad,Adilabad Rural,New H.B.Colony-1 ,0,0,0,0,0,1,2,8,0,0,0,0
November -2024,Adilabad,Adilabad Rural,New H.B.Colony-2 ,0,0,1,0,1,1,3,7,0,1,0,0
November -2024,Adilabad,Adilabad Rural,Pippaldhari ,0,0,1,0,0,0,0,3,0,1,0,0
November -2024,Adilabad,Adilabad Rural,Pochara ,1,0,3,2,0,0,2,8,1,1,2,0
November -2024,Adilabad,Adilabad Rural,Potaguda ,0,0,2,1,2,0,0,2,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Pottamloddi ,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Rajuguda ,0,0,4,2,0,0,1,5,2,0,0,0
November -2024,Adilabad,Adilabad Rural,Ramai ,0,0,1,0,2,0,1,1,1,0,1,0
November -2024,Adilabad,Adilabad Rural,Ramnagar ,7,0,11,9,12,7,10,96,3,5,0,0
November -2024,Adilabad,Adilabad Rural,Rampoor (Royati),2,0,2,2,1,0,0,3,1,0,0,0
November -2024,Adilabad,Adilabad Rural,Rampoor (Royati),0,0,1,0,0,0,1,5,0,1,0,0
November -2024,Adilabad,Adilabad Rural,Ramuluguda ,0,0,0,0,0,0,1,0,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Salaiguda ,1,0,1,1,0,0,0,4,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Salpalguda ,0,0,1,0,0,0,0,1,0,1,0,0
November -2024,Adilabad,Adilabad Rural,Shivghat ,1,0,3,2,0,2,0,2,2,0,0,0
November -2024,Adilabad,Adilabad Rural,Sirikonda ,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Adilabad Rural,Soceityguda ,0,0,1,0,0,0,1,3,0,1,0,0
November -2024,Adilabad,Adilabad Rural,Teachers Colony ,6,0,6,5,6,4,2,18,2,0,0,0
November -2024,Adilabad,Adilabad Rural,Tippa ,0,0,2,1,1,0,1,7,0,0,1,0
November -2024,Adilabad,Adilabad Rural,Tontoli ,1,0,1,1,2,5,4,4,2,0,0,0
November -2024,Adilabad,Adilabad Rural,Yapalguda ,2,0,2,2,5,0,1,8,1,1,1,0
November -2024,Adilabad,Adilabad Rural,Yeshwanthguda ,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Adilabad Urban,Abdullachowk,1,0,3,2,4,0,5,5,2,0,0,0
November -2024,Adilabad,Adilabad Urban,Ambedkarnagar,3,0,3,3,9,3,7,18,1,2,0,0
November -2024,Adilabad,Adilabad Urban,Badka Mahila,0,0,7,4,4,5,3,15,4,3,0,0
November -2024,Adilabad,Adilabad Urban,Bhagyanagar,1,0,3,2,2,1,6,15,0,0,2,0
November -2024,Adilabad,Adilabad Urban,Bokkalguda,2,0,8,5,2,3,3,19,2,2,3,0
November -2024,Adilabad,Adilabad Urban,Chilkuri Laxmi Nagar  2,2,0,4,3,3,6,5,14,2,4,0,0
November -2024,Adilabad,Adilabad Urban,Chilkuri Laxmi Nagar 1,1,0,5,2,6,4,11,14,4,5,0,0
November -2024,Adilabad,Adilabad Urban,Chincharwada,2,0,4,3,0,0,2,9,2,1,0,0
November -2024,Adilabad,Adilabad Urban,Collage Colony,0,0,4,2,1,2,2,9,1,1,0,0
November -2024,Adilabad,Adilabad Urban,Dhangarmaila,2,0,2,2,2,4,2,11,1,0,1,0
November -2024,Adilabad,Adilabad Urban,Dwaraka Nagar,1,0,1,1,4,1,1,9,1,0,1,0
November -2024,Adilabad,Adilabad Urban,Filterbed,0,0,0,0,0,2,0,4,2,0,0,0
November -2024,Adilabad,Adilabad Urban,GDC,0,0,2,2,0,1,1,3,1,0,1,0
November -2024,Adilabad,Adilabad Urban,Gadiyal Ghar,0,0,0,0,4,1,2,10,0,0,0,0
November -2024,Adilabad,Adilabad Urban,Gandhi Nagar,1,0,4,4,4,4,4,10,2,1,1,0
November -2024,Adilabad,Adilabad Urban,Girls High School,4,0,7,4,5,3,6,17,1,0,1,0
November -2024,Adilabad,Adilabad Urban,Hamaliwada,1,0,1,1,2,4,1,8,2,0,0,0
November -2024,Adilabad,Adilabad Urban,Indrammacolony,1,0,5,3,8,4,0,12,3,0,2,0
November -2024,Adilabad,Adilabad Urban,Indrangar,1,0,2,0,5,2,4,16,1,1,1,0
November -2024,Adilabad,Adilabad Urban,Jaijavannagar,1,0,9,6,4,2,0,9,2,1,0,0
November -2024,Adilabad,Adilabad Urban,KV nagar,4,0,6,4,7,6,2,14,6,1,0,0
November -2024,Adilabad,Adilabad Urban,Khanapur,1,0,3,2,3,5,2,18,1,1,2,0
November -2024,Adilabad,Adilabad Urban,Khanapur,4,0,6,4,4,6,3,12,1,2,2,0
November -2024,Adilabad,Adilabad Urban,Kolipura,5,0,11,5,4,4,6,9,2,1,0,0
November -2024,Adilabad,Adilabad Urban,Kranthinagar,3,0,8,4,11,9,3,33,3,0,1,0
November -2024,Adilabad,Adilabad Urban,Kumarpet,2,0,4,3,4,0,1,4,2,0,0,0
November -2024,Adilabad,Adilabad Urban,Kursheed Nagar,4,0,12,9,4,12,4,25,6,2,0,0
November -2024,Adilabad,Adilabad Urban,Mahalaxmiwada 1 A,0,0,6,1,3,5,1,18,3,3,3,0
November -2024,Adilabad,Adilabad Urban,Mahalaxmiwada 1 B,0,0,1,0,2,1,2,11,0,1,0,0
November -2024,Adilabad,Adilabad Urban,Mahalaxmiwada 1 C,0,0,2,1,1,4,3,8,4,1,1,0
November -2024,Adilabad,Adilabad Urban,Mahalaxmiwada 2 A,1,0,1,1,1,4,2,11,0,0,0,0
November -2024,Adilabad,Adilabad Urban,Mahalaxmiwada 2 B,0,0,3,2,1,0,0,6,0,0,0,0
November -2024,Adilabad,Adilabad Urban,Mochigally ,0,0,2,0,2,1,3,5,0,0,2,0
November -2024,Adilabad,Adilabad Urban,N/A,3,0,7,5,1,2,2,11,3,1,0,0
November -2024,Adilabad,Adilabad Urban,NST Road,0,0,0,0,1,4,2,4,0,0,0,0
November -2024,Adilabad,Adilabad Urban,Old Housingboard,3,0,3,3,1,2,1,6,0,0,0,0
November -2024,Adilabad,Adilabad Urban,P.H Colony,0,0,0,0,2,2,2,3,1,0,0,0
November -2024,Adilabad,Adilabad Urban,Panjesha Mahila,3,0,7,5,4,3,3,8,2,0,0,0
November -2024,Adilabad,Adilabad Urban,Penganga Oil Mill,0,0,2,1,0,1,1,5,1,0,2,0
November -2024,Adilabad,Adilabad Urban,Randhivya Nagar,1,0,7,5,5,4,6,31,2,3,1,0
November -2024,Adilabad,Adilabad Urban,Ranisatiji,2,0,2,4,1,1,0,4,0,0,0,0
November -2024,Adilabad,Adilabad Urban,Ranjan wada,1,0,3,2,3,2,4,7,1,0,0,0
November -2024,Adilabad,Adilabad Urban,Ravindar Nagar - 17,2,0,4,2,6,1,8,14,1,2,0,0
November -2024,Adilabad,Adilabad Urban,Ricksha Colony,2,0,4,4,4,5,1,16,1,0,1,0
November -2024,Adilabad,Adilabad Urban,Sanjay Nagar,2,0,7,3,9,7,1,34,4,2,4,0
November -2024,Adilabad,Adilabad Urban,Sanjay Nagar,1,0,3,1,5,0,2,13,3,0,1,0
November -2024,Adilabad,Adilabad Urban,Shama School Area,1,0,9,4,5,2,1,16,3,2,3,0
November -2024,Adilabad,Adilabad Urban,Shanthi Nagar (Thota),2,0,6,4,4,3,3,20,2,0,0,0
November -2024,Adilabad,Adilabad Urban,Shanthi Nagar - 16,1,0,1,1,1,1,2,2,0,0,0,0
November -2024,Adilabad,Adilabad Urban,Shanthi Nagar - 18,1,0,3,3,5,3,2,9,1,0,0,0
November -2024,Adilabad,Adilabad Urban,Shanthi Nagar 15,2,0,8,6,3,3,3,9,4,1,0,0
November -2024,Adilabad,Adilabad Urban,Shanthi Nagar 15,1,0,3,2,1,0,1,8,1,0,0,0
November -2024,Adilabad,Adilabad Urban,Sonar colony,0,0,0,0,1,1,3,1,2,0,0,0
November -2024,Adilabad,Adilabad Urban,Sri Ram Colony,1,0,3,3,1,0,2,7,1,0,0,0
November -2024,Adilabad,Adilabad Urban,Sundhraiah Nagar,5,0,16,12,13,6,12,45,3,3,1,0
November -2024,Adilabad,Adilabad Urban,Sweeparcolony,0,0,0,0,1,3,0,8,0,0,0,0
November -2024,Adilabad,Adilabad Urban,Thatiguda,6,0,10,7,5,5,7,32,5,2,1,0
November -2024,Adilabad,Adilabad Urban,Thilaknagar,0,0,2,1,1,2,2,9,0,0,1,0
November -2024,Adilabad,Adilabad Urban,Thirpelly,2,0,6,4,4,5,3,19,2,1,1,0
November -2024,Adilabad,Adilabad Urban,Valmikinagar kunta,1,0,1,1,4,0,0,7,0,1,0,0
November -2024,Adilabad,Adilabad Urban,Varalaxminagar,3,0,3,4,0,2,3,3,0,0,0,0
November -2024,Adilabad,Adilabad Urban,Veternary Hospital Area,2,0,3,2,4,1,1,7,1,0,0,0
November -2024,Adilabad,Adilabad Urban,Vidyanagar,0,0,3,3,3,4,5,18,3,1,2,0
November -2024,Adilabad,Adilabad Urban,Waddar Colony,1,0,1,1,3,2,0,15,2,0,0,0
November -2024,Adilabad,Bazarhatnoor,ANDUGUDA,1,0,1,2,4,0,0,1,1,1,0,0
November -2024,Adilabad,Bazarhatnoor,Ananthapur ,0,0,0,0,1,0,1,0,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,BHEEMNAIKTHANDA,0,0,0,0,1,0,1,1,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,BHUTAI T,2,0,8,5,6,4,3,17,6,1,1,0
November -2024,Adilabad,Bazarhatnoor,BURKAPALLY,0,0,3,2,1,2,1,4,4,0,0,0
November -2024,Adilabad,Bazarhatnoor,Balanpur ,0,0,3,1,0,0,2,1,1,1,0,0
November -2024,Adilabad,Bazarhatnoor,Bazarhatnur ,4,0,8,7,8,8,3,19,1,2,0,0
November -2024,Adilabad,Bazarhatnoor,Bhosra ,0,0,0,0,0,0,0,3,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,Bhutai (Buzurg) ,0,0,1,0,0,0,0,11,0,1,0,0
November -2024,Adilabad,Bazarhatnoor,Bhutai (Khurd) ,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,CENTREGUDA,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,CHINNAHATNUR,0,0,1,2,1,1,1,0,0,1,0,1
November -2024,Adilabad,Bazarhatnoor,CHINTHAKARRA,0,0,0,0,0,0,1,0,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,Chintal Sangvi ,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,DEDRA,1,0,1,1,0,1,1,4,1,0,0,0
November -2024,Adilabad,Bazarhatnoor,Dehgaon ,2,0,2,2,0,0,2,6,1,0,1,0
November -2024,Adilabad,Bazarhatnoor,Dharampuri ,0,0,0,0,1,0,0,5,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,Dignoor ,0,0,0,0,2,1,0,5,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,GANGAPOOR,0,0,0,0,0,1,0,0,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,GOSAI UMARDA,0,0,2,1,0,1,0,1,1,0,0,0
November -2024,Adilabad,Bazarhatnoor,GULABTHANDA,0,0,0,0,2,0,0,3,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,Gangapur ,0,0,1,0,0,0,1,2,0,1,0,0
November -2024,Adilabad,Bazarhatnoor,Girjai ,1,0,1,1,0,0,1,3,1,0,0,0
November -2024,Adilabad,Bazarhatnoor,Girnur ,0,0,2,1,1,3,2,8,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,Gokonda ,1,0,6,3,0,2,0,9,2,2,0,0
November -2024,Adilabad,Bazarhatnoor,Harkai ,1,0,1,1,1,1,0,1,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,INDRANAGAR,0,0,1,0,0,0,0,1,0,1,0,0
November -2024,Adilabad,Bazarhatnoor,JALLUGUDA,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,Jatarla ,0,0,1,0,4,1,1,2,1,1,0,0
November -2024,Adilabad,Bazarhatnoor,KOLAMGUDAA,0,0,0,0,1,0,0,1,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,KOTHAGOODA,1,0,1,1,1,0,1,3,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,KOTHAPALLE,0,0,0,0,1,0,1,0,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,Kandli ,0,0,0,0,0,2,0,4,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,Kinnerpalle ,0,0,2,0,0,1,1,7,0,2,0,0
November -2024,Adilabad,Bazarhatnoor,Kolhari ,0,0,4,2,1,3,4,2,1,0,1,0
November -2024,Adilabad,Bazarhatnoor,L THANDA,0,0,0,0,0,1,0,0,1,0,0,0
November -2024,Adilabad,Bazarhatnoor,MADAGUDA,1,0,1,1,1,2,0,4,3,0,0,0
November -2024,Adilabad,Bazarhatnoor,Mahadevnagar,0,0,0,0,1,0,0,0,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,Manjaramtanda,1,0,1,1,1,0,2,9,1,1,0,0
November -2024,Adilabad,Bazarhatnoor,Mankapur (P),0,0,1,0,0,1,1,5,0,1,0,0
November -2024,Adilabad,Bazarhatnoor,Mohada ,0,0,6,3,0,0,0,1,2,0,0,0
November -2024,Adilabad,Bazarhatnoor,Morekhandi ,0,0,0,0,2,0,0,4,1,0,0,0
November -2024,Adilabad,Bazarhatnoor,N/A,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,NEW ANANTHAPUR,0,0,1,0,0,0,1,2,0,1,0,0
November -2024,Adilabad,Bazarhatnoor,Pipri ,1,0,1,1,1,0,3,9,1,0,0,0
November -2024,Adilabad,Bazarhatnoor,RAJULGUDA,0,0,0,0,0,1,0,0,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,RAMNAGAR,0,0,3,1,0,1,2,2,1,0,0,0
November -2024,Adilabad,Bazarhatnoor,RATHANGUDA,0,0,0,0,0,1,0,0,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,SARPANCHGUDA,0,0,0,0,0,1,0,0,1,0,0,0
November -2024,Adilabad,Bazarhatnoor,SHANTHINAGHAR,0,0,0,0,0,1,0,3,1,0,0,0
November -2024,Adilabad,Bazarhatnoor,SONERAOGUDA,1,0,1,1,0,1,0,0,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,SRIRAMNAGAR,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,Tembi ,0,0,2,1,1,1,0,7,0,1,0,0
November -2024,Adilabad,Bazarhatnoor,UPERPALLY,0,0,0,0,1,0,1,2,1,0,0,0
November -2024,Adilabad,Bazarhatnoor,Umarda (Buzurg) ,1,0,1,1,2,0,0,4,1,0,0,0
November -2024,Adilabad,Bazarhatnoor,Warthamanoor ,1,0,6,3,1,0,0,3,2,0,0,0
November -2024,Adilabad,Bazarhatnoor,YELLAIAHPALLY,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Bazarhatnoor,Yesapur ,0,0,2,1,0,1,1,5,2,0,0,0
November -2024,Adilabad,Bela,Awalpur ,0,0,0,0,1,2,2,2,3,0,0,0
November -2024,Adilabad,Bela,Bela ,2,0,4,3,14,5,4,40,8,3,1,0
November -2024,Adilabad,Bela,Bhadi ,2,0,2,2,1,2,0,6,2,0,0,0
November -2024,Adilabad,Bela,Bhavaniguda ,0,0,1,0,0,0,1,3,0,1,0,0
November -2024,Adilabad,Bela,Bhavaniguda ,0,0,0,0,3,0,0,3,0,0,0,0
November -2024,Adilabad,Bela,Bhedoda ,1,0,3,2,2,0,0,3,0,0,0,0
November -2024,Adilabad,Bela,Bhodod (Kopsi),1,0,1,1,3,1,1,1,1,0,0,0
November -2024,Adilabad,Bela,Boregaon ,1,0,1,0,2,1,1,1,0,0,0,0
November -2024,Adilabad,Bela,Chandpalle ,0,0,2,0,0,1,0,4,0,2,0,0
November -2024,Adilabad,Bela,Chaprala ,3,0,4,3,4,4,3,18,1,4,0,0
November -2024,Adilabad,Bela,Dehegaon ,2,0,4,3,10,2,1,14,1,0,1,0
November -2024,Adilabad,Bela,Devujiguda ,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Bela,Dhoptala ,2,0,4,3,0,0,0,4,2,0,1,0
November -2024,Adilabad,Bela,Dhubhaguda ,1,0,3,2,0,0,1,4,1,1,0,0
November -2024,Adilabad,Bela,Douna ,0,0,0,0,0,1,2,1,1,0,0,0
November -2024,Adilabad,Bela,Dubbaguda ,0,0,0,0,1,0,0,4,0,0,0,0
November -2024,Adilabad,Bela,Ekori ,0,0,0,0,0,0,1,4,0,0,0,0
November -2024,Adilabad,Bela,Ganeshpur ,0,0,0,0,1,0,0,1,0,0,0,0
November -2024,Adilabad,Bela,Gharkaguda ,1,0,1,1,0,0,1,2,0,0,0,0
November -2024,Adilabad,Bela,Guda ,0,0,2,1,0,0,0,3,1,0,0,0
November -2024,Adilabad,Bela,Hasnapur ,0,0,0,0,0,0,1,1,0,0,0,0
November -2024,Adilabad,Bela,Hety ,0,0,0,0,1,0,0,2,1,0,0,0
November -2024,Adilabad,Bela,Janguguda ,0,0,0,0,0,3,0,0,0,0,0,0
November -2024,Adilabad,Bela,Junoni ,0,0,2,1,2,3,0,1,3,0,0,0
November -2024,Adilabad,Bela,Kamgarpur ,0,0,1,0,0,0,0,1,0,0,1,0
November -2024,Adilabad,Bela,Karoni (B),0,0,1,0,3,3,2,5,0,1,0,0
November -2024,Adilabad,Bela,Karoni (K),2,0,2,2,1,2,2,1,1,0,0,0
November -2024,Adilabad,Bela,Khadki ,0,0,0,0,0,0,0,2,0,0,0,0
November -2024,Adilabad,Bela,Khagdur ,2,0,2,2,3,3,4,13,2,1,1,0
November -2024,Adilabad,Bela,Khara ,0,0,0,0,0,0,0,3,0,0,0,0
November -2024,Adilabad,Bela,Kobhai ,0,0,0,0,0,1,2,3,1,0,0,0
November -2024,Adilabad,Bela,Malkuguda ,1,0,1,1,0,0,1,2,0,1,0,0
November -2024,Adilabad,Bela,Mangrool ,0,0,2,1,0,1,0,4,0,0,0,0
November -2024,Adilabad,Bela,Manyarpur ,1,0,1,1,1,1,2,2,0,0,0,0
November -2024,Adilabad,Bela,Maruthiguda ,1,0,1,1,0,0,0,1,0,0,0,0
November -2024,Adilabad,Bela,Masala (Buzurg),0,0,1,0,1,0,0,4,1,1,0,0
November -2024,Adilabad,Bela,Masala (Khurd),0,0,0,0,0,1,0,3,1,0,0,0
November -2024,Adilabad,Bela,Mohabatpur ,0,0,0,0,1,1,0,0,0,0,0,0
November -2024,Adilabad,Bela,N/A,0,0,2,1,0,0,0,1,1,0,0,0
November -2024,Adilabad,Bela,Palaithanda ,0,0,0,0,0,2,0,3,0,0,0,0
November -2024,Adilabad,Bela,Pataguda ,2,0,2,2,1,0,1,2,0,0,0,0
November -2024,Adilabad,Bela,Patan ,1,0,6,3,1,2,2,7,2,0,1,0
November -2024,Adilabad,Bela,Pitgaon ,0,0,0,0,1,1,0,3,0,0,0,0
November -2024,Adilabad,Bela,Pohar ,1,0,1,1,0,0,0,4,0,0,0,0
November -2024,Adilabad,Bela,Ponnala ,0,0,1,0,1,0,0,5,0,1,0,0
November -2024,Adilabad,Bela,Ramkam ,0,0,1,0,0,0,0,3,0,1,0,0
November -2024,Adilabad,Bela,Reniguda ,0,0,2,1,1,2,0,2,2,0,0,0
November -2024,Adilabad,Bela,Sadarpur ,0,0,2,1,2,0,0,4,0,0,0,0
November -2024,Adilabad,Bela,Sahasthanda ,0,0,0,0,0,0,1,0,0,0,0,0
November -2024,Adilabad,Bela,Salaithanda ,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Bela,Sangdi ,1,0,4,2,2,1,3,5,0,0,1,0
November -2024,Adilabad,Bela,Sangvi ,1,0,3,2,0,0,1,5,1,2,0,0
November -2024,Adilabad,Bela,Shamshabad ,0,0,2,1,0,1,0,5,1,0,1,0
November -2024,Adilabad,Bela,Sirsanna ,1,0,1,1,0,5,0,15,5,0,1,0
November -2024,Adilabad,Bela,Sonkhos ,2,0,2,2,2,2,1,5,0,2,0,0
November -2024,Adilabad,Bela,Syedpur ,2,0,2,2,1,0,3,11,0,0,0,0
November -2024,Adilabad,Bela,Takli ,1,0,1,1,1,0,1,6,1,0,0,0
November -2024,Adilabad,Bela,Telangraoguda ,0,0,0,0,0,0,0,2,0,0,0,0
November -2024,Adilabad,Bela,Temriguda ,1,0,1,0,1,2,0,1,0,0,0,0
November -2024,Adilabad,Bela,Toyaguda (Kora),0,0,0,0,0,0,3,1,0,0,0,0
November -2024,Adilabad,Bela,Vanjariguda ,0,0,2,1,0,0,0,1,1,0,0,0
November -2024,Adilabad,Bela,Wadaguda ,0,0,0,0,0,0,1,3,1,0,0,0
November -2024,Adilabad,Bela,Warur ,0,0,0,0,1,1,1,5,0,0,0,0
November -2024,Adilabad,Bheempur,Ambugaon ,1,0,1,1,1,0,0,5,0,0,0,0
November -2024,Adilabad,Bheempur,Anderband ,0,0,0,0,1,2,1,7,0,0,0,0
November -2024,Adilabad,Bheempur,Antargaon ,0,0,2,2,1,2,0,3,2,2,0,0
November -2024,Adilabad,Bheempur,Arli (T),1,0,4,4,2,3,2,15,3,2,1,0
November -2024,Adilabad,Bheempur,Atnamguda ,0,0,2,0,2,1,2,14,2,2,0,0
November -2024,Adilabad,Bheempur,Belsari Rampur ,2,0,2,2,1,0,0,4,1,0,0,0
November -2024,Adilabad,Bheempur,Bethalguda ,0,0,0,0,0,0,0,3,0,0,0,0
November -2024,Adilabad,Bheempur,Bhandra ,0,0,0,0,1,0,0,0,0,0,0,0
November -2024,Adilabad,Bheempur,Bheempoor ,0,0,2,2,1,3,1,17,2,0,0,0
November -2024,Adilabad,Bheempur,Burkapalli,0,0,0,0,0,0,0,2,0,0,0,0
November -2024,Adilabad,Bheempur,Centersangvi,0,0,0,0,0,1,2,2,0,0,0,0
November -2024,Adilabad,Bheempur,Chinthapalli,0,0,0,0,0,2,0,0,0,0,0,0
November -2024,Adilabad,Bheempur,Dabbakuchi ,1,0,1,1,1,0,2,2,2,0,0,0
November -2024,Adilabad,Bheempur,Dhanora ,0,0,0,0,0,3,4,10,0,0,0,0
November -2024,Adilabad,Bheempur,Girgaon ,0,0,2,0,1,3,4,26,3,0,2,0
November -2024,Adilabad,Bheempur,Gomutri ,1,0,3,2,2,3,0,5,2,0,2,0
November -2024,Adilabad,Bheempur,Gona ,1,0,1,2,3,1,0,2,2,0,0,0
November -2024,Adilabad,Bheempur,Govindpur ,0,0,0,0,1,0,0,1,0,0,0,0
November -2024,Adilabad,Bheempur,Gubidi ,1,0,1,1,1,0,0,0,0,0,0,0
November -2024,Adilabad,Bheempur,Gubidipalli,0,0,0,0,0,0,0,1,0,0,0,0
November -2024,Adilabad,Bheempur,Gunjala ,0,0,1,0,0,0,2,7,0,0,1,0
November -2024,Adilabad,Bheempur,Indurpalli ,0,0,0,0,0,1,1,1,1,0,0,0
